,episode,reward,loss
0,1,14.0,6.17738151550293
1,2,13.0,7.883319854736328
2,3,10.0,1.9989688396453857
3,4,10.0,2.716282367706299
4,5,10.0,1.8401577472686768
5,6,10.0,0.36486563086509705
6,7,10.0,0.3216743767261505
7,8,10.0,0.846711277961731
8,9,10.0,0.49927839636802673
9,10,10.0,0.2613106667995453
10,11,10.0,0.7191640734672546
11,12,10.0,0.639742910861969
12,13,13.0,-0.15309977531433105
13,14,10.0,0.1282111555337906
14,15,10.0,0.2943113446235657
15,16,10.0,0.27981674671173096
16,17,10.0,0.14051635563373566
17,18,10.0,0.1265108287334442
18,19,10.0,0.2637556791305542
19,20,10.0,0.37234237790107727
20,21,10.0,0.3420233130455017
21,22,10.0,0.2411927580833435
22,23,10.0,0.1898043304681778
23,24,10.0,0.20847097039222717
24,25,10.0,0.21022112667560577
25,26,10.0,0.13691021502017975
26,27,10.0,0.04429136961698532
27,28,10.0,0.01750737614929676
28,29,10.0,0.052106812596321106
29,30,10.0,0.06906682997941971
30,31,10.0,0.042846448719501495
31,32,10.0,0.03292931988835335
32,33,10.0,0.06923568248748779
33,34,10.0,0.09746933728456497
34,35,10.0,0.0765056237578392
35,36,10.0,0.04342685267329216
36,37,10.0,0.03913984075188637
37,38,10.0,0.04459856450557709
38,39,10.0,0.0290677547454834
39,40,10.0,0.005840158089995384
40,41,10.0,0.003435218008235097
41,42,10.0,0.018182678148150444
42,43,10.0,0.02531328797340393
43,44,10.0,0.019727297127246857
44,45,10.0,0.01713014766573906
45,46,10.0,0.02378418669104576
46,47,10.0,0.027822749689221382
47,48,10.0,0.02062748558819294
48,49,10.0,0.010357075370848179
49,50,10.0,0.007700663059949875
50,51,10.0,0.009528319351375103
51,52,10.0,0.006965510081499815
52,53,10.0,0.0018938876455649734
53,54,10.0,0.002410113113000989
54,55,10.0,0.0073791807517409325
55,56,10.0,0.008881435729563236
56,57,10.0,0.006337717641144991
57,58,10.0,0.005690096877515316
58,59,10.0,0.007216555066406727
59,60,10.0,0.0060794418677687645
60,61,10.0,0.0025094575248658657
61,62,10.0,0.0011057972442358732
62,63,10.0,0.0022182308603078127
63,64,10.0,0.002425238722935319
64,65,10.0,0.0014542106073349714
65,66,10.0,0.0018311998574063182
66,67,10.0,0.00336436671204865
67,68,10.0,0.003578611882403493
68,69,10.0,0.002423712983727455
69,70,10.0,0.0018908127676695585
70,71,10.0,0.0020622899755835533
71,72,10.0,0.0015127698425203562
72,73,10.0,0.0005248950328677893
73,74,10.0,0.0004621160915121436
74,75,10.0,0.0010060352506116033
75,76,10.0,0.0009877614211291075
76,77,10.0,0.0007050714921206236
77,78,10.0,0.0009377900278195739
78,79,10.0,0.0011878557270392776
79,80,10.0,0.0008542842115275562
80,81,10.0,0.000488705700263381
81,82,10.0,0.0005431640311144292
82,83,10.0,0.0005481292027980089
83,84,10.0,0.00030259028426371515
84,85,10.0,0.00027208111714571714
85,86,10.0,0.0005057969246990979
86,87,10.0,0.000569524650927633
87,88,10.0,0.0004703054728452116
88,89,10.0,0.0005061930860392749
89,90,10.0,0.0005566046456806362
90,91,10.0,0.0004052945878356695
91,92,10.0,0.0002450946776662022
92,93,10.0,0.00024711040896363556
93,94,10.0,0.0002454232599120587
94,95,10.0,0.00017682932957541198
95,96,10.0,0.0001950805599335581
96,97,10.0,0.0002705484221223742
97,98,10.0,0.00025072850985452533
98,99,10.0,0.00019203686679247767
99,100,10.0,0.00019541915389709175
100,101,10.0,0.0001898725313367322
101,102,10.0,0.0001418389001628384
102,103,10.0,0.00013895180018153042
103,104,10.0,0.0001761420426191762
104,105,10.0,0.0001758218859322369
105,106,10.0,0.00016311713261529803
106,107,10.0,0.0001809962559491396
107,108,10.0,0.0001851102279033512
108,109,10.0,0.00015940138837322593
109,110,10.0,0.0001489639689680189
110,111,10.0,0.00014786203973926604
111,112,10.0,0.00012499331205617636
112,113,10.0,0.00010519156057853252
113,114,10.0,0.00010772337554953992
114,115,10.0,0.00010690787166822702
115,116,10.0,9.996516746468842e-05
116,117,10.0,0.0001047767509589903
117,118,10.0,0.0001075493564712815
118,119,10.0,9.65408471529372e-05
119,120,10.0,9.00393642950803e-05
120,121,10.0,9.245093679055572e-05
121,122,10.0,9.206585673382506e-05
122,123,10.0,9.389093611389399e-05
123,124,10.0,0.00010184460552409291
124,125,10.0,0.00010371648386353627
125,126,12.0,1.0767314434051514
126,127,10.0,0.11503633111715317
127,128,10.0,0.14993883669376373
128,129,10.0,0.04088573157787323
129,130,10.0,0.06092830374836922
130,131,10.0,0.1313120573759079
131,132,10.0,0.07406861335039139
132,133,10.0,0.014699000865221024
133,134,10.0,0.058036383241415024
134,135,10.0,0.06617666035890579
135,136,10.0,0.008941855281591415
136,137,10.0,0.01738026924431324
137,138,10.0,0.056479375809431076
138,139,10.0,0.031110046431422234
139,140,10.0,0.009036685340106487
140,141,10.0,0.034386925399303436
141,142,10.0,0.03266409784555435
142,143,10.0,0.0039007614832371473
143,144,10.0,0.008448947221040726
144,145,10.0,0.0243439469486475
145,146,10.0,0.013786155730485916
146,147,10.0,0.004526891279965639
147,148,10.0,0.016422683373093605
148,149,10.0,0.019806241616606712
149,150,10.0,0.006610740441828966
150,151,10.0,0.0038875406607985497
151,152,10.0,0.010946025140583515
152,153,10.0,0.0071371798403561115
153,154,10.0,0.00035370924160815775
154,155,10.0,0.005169576033949852
155,156,10.0,0.008917349390685558
156,157,10.0,0.003311221720650792
157,158,10.0,0.001741819316521287
158,159,10.0,0.005472409073263407
159,160,10.0,0.00357334828004241
160,161,10.0,9.866663458524272e-05
161,162,10.0,0.0024403876159340143
162,163,10.0,0.004194820765405893
163,164,10.0,0.0017028090078383684
164,165,10.0,0.0012344650458544493
165,166,10.0,0.0031740455888211727
166,167,10.0,0.0022998256608843803
167,168,10.0,0.000509339792188257
168,169,10.0,0.001359748188406229
169,170,10.0,0.0019379749428480864
170,171,10.0,0.0004900075728073716
171,172,10.0,0.00020160592976026237
172,173,10.0,0.0011815550969913602
173,174,10.0,0.0007827476365491748
174,175,10.0,0.00011585219181142747
175,176,10.0,0.000740908901207149
176,177,10.0,0.0009168697870336473
177,178,10.0,0.00016535120084881783
178,179,10.0,0.00018041583825834095
179,180,10.0,0.0006482580211013556
180,181,10.0,0.0004150959139224142
181,182,10.0,0.00026799357146956027
182,183,10.0,0.0006573544815182686
183,184,10.0,0.0006064515328034759
184,185,10.0,0.00016668724128976464
185,186,10.0,0.0001627774618100375
186,187,10.0,0.00025893060956150293
187,188,10.0,5.1666516810655594e-05
188,189,10.0,4.606058791978285e-05
189,190,10.0,0.00025372218806296587
190,191,10.0,0.00016568713181186467
191,192,10.0,-5.044203135184944e-06
192,193,10.0,6.326159927994013e-05
193,194,10.0,8.755804446991533e-05
194,195,10.0,1.3566449524660129e-05
195,196,10.0,0.00010231907072011381
196,197,10.0,0.00020431188750080764
197,198,10.0,0.0001291603548452258
198,199,10.0,7.802912296028808e-05
199,200,10.0,0.00011163725139340386
200,201,10.0,7.420545443892479e-05
201,202,10.0,3.518034645821899e-05
202,203,10.0,7.86948949098587e-05
203,204,10.0,7.227091555250809e-05
204,205,10.0,3.638771886471659e-06
205,206,10.0,-7.281039870576933e-06
206,207,10.0,3.96790710510686e-06
207,208,10.0,-1.2644017260754481e-05
208,209,10.0,6.862739610369317e-06
209,210,10.0,4.3886226194445044e-05
210,211,10.0,3.0689770937897265e-05
211,212,10.0,1.225927917403169e-05
212,213,10.0,2.489799226168543e-05
213,214,10.0,2.843657784978859e-05
214,215,10.0,2.9514791094698012e-05
215,216,10.0,4.8335939936805516e-05
216,217,10.0,4.6486646169796586e-05
217,218,10.0,1.8710044969338924e-05
218,219,10.0,4.327201168052852e-06
219,220,10.0,3.545756044331938e-08
220,221,10.0,-5.4657048167428e-06
221,222,10.0,2.823845534294378e-06
222,223,10.0,1.18317584565375e-05
223,224,10.0,3.2821171771502122e-06
224,225,10.0,-4.495620487432461e-06
225,226,10.0,-1.7828224372351542e-06
226,227,10.0,2.1263340386212803e-06
227,228,10.0,1.1226545211684424e-05
228,229,10.0,2.2784981410950422e-05
229,230,10.0,2.214594860561192e-05
230,231,10.0,1.4150604329188354e-05
231,232,10.0,1.0052722245745827e-05
232,233,10.0,7.681304850848392e-06
233,234,10.0,7.571357855340466e-06
234,235,10.0,1.0659572581062093e-05
235,236,10.0,8.835251719574444e-06
236,237,10.0,1.7966367522603832e-06
237,238,10.0,-2.3821603463147767e-06
238,239,10.0,-2.6391267056169454e-06
239,240,10.0,3.2770458346931264e-08
240,241,10.0,5.6187145673902705e-06
241,242,10.0,8.927476301323622e-06
242,243,10.0,7.572964932478499e-06
243,244,10.0,6.0451529861893505e-06
244,245,10.0,6.368949925672496e-06
245,246,10.0,7.920663847471587e-06
246,247,10.0,1.0448011380503885e-05
247,248,10.0,1.1068625099142082e-05
248,249,10.0,7.967769306560513e-06
249,250,10.0,4.11655082643847e-06
250,251,10.0,2.02435398932721e-06
251,252,10.0,1.8867624476115452e-06
252,253,10.0,3.40650854013802e-06
253,254,10.0,4.61084755443153e-06
254,255,10.0,3.865284270432312e-06
255,256,10.0,2.6264108328177826e-06
256,257,10.0,2.626414016049239e-06
257,258,10.0,4.010545580968028e-06
258,259,10.0,6.2284079831442796e-06
259,260,10.0,7.725909199507441e-06
260,261,10.0,7.263234692800324e-06
261,262,10.0,5.759131454396993e-06
262,263,10.0,4.6741865844524e-06
263,264,10.0,4.477421043702634e-06
264,265,10.0,4.92926574224839e-06
265,266,10.0,5.065424829808762e-06
266,267,10.0,4.1606749618949834e-06
267,268,10.0,2.8851559363829438e-06
268,269,10.0,2.300522282894235e-06
269,270,10.0,2.730781943682814e-06
270,271,10.0,3.829641173069831e-06
271,272,10.0,4.71179919259157e-06
272,273,10.0,4.752057066070847e-06
273,274,10.0,4.331760919740191e-06
274,275,10.0,4.1537173274264205e-06
275,276,10.0,4.460474428924499e-06
276,277,10.0,4.976279342372436e-06
277,278,10.0,5.097663233755156e-06
278,279,10.0,4.5273054638528265e-06
279,280,10.0,3.6751077914232155e-06
280,281,10.0,3.142564764857525e-06
281,282,10.0,3.1573883916280465e-06
282,283,10.0,3.5021475923713297e-06
283,284,10.0,3.7043978409201372e-06
284,285,10.0,3.55408792529488e-06
285,286,10.0,3.32628951582592e-06
286,287,10.0,3.3783476283133496e-06
287,288,10.0,3.7709405660280026e-06
288,289,10.0,4.233804247633088e-06
289,290,10.0,4.400636953505455e-06
290,291,10.0,4.175079084234312e-06
291,292,10.0,3.8211878745642025e-06
292,293,10.0,3.639236638264265e-06
293,294,11.0,1.6195123195648193
294,295,10.0,0.09761705249547958
295,296,10.0,0.08263559639453888
296,297,12.0,0.8978176116943359
297,298,10.0,0.02866213396191597
298,299,10.0,0.05434480309486389
299,300,12.0,1.8393219709396362
300,301,10.0,0.06571754813194275
301,302,10.0,0.05513886734843254
302,303,10.0,0.033510155975818634
303,304,10.0,0.016073351725935936
304,305,12.0,0.5734846591949463
305,306,10.0,0.05909309536218643
306,307,12.0,0.7955459356307983
307,308,10.0,0.021290848031640053
308,309,10.0,-0.014990925788879395
309,310,11.0,-0.9593743085861206
310,311,17.0,2.54935359954834
311,312,18.0,0.9932235479354858
312,313,24.0,2.4331300258636475
313,314,17.0,6.016550540924072
314,315,27.0,2.201810836791992
315,316,95.0,46.86073303222656
316,317,32.0,12.39638900756836
317,318,79.0,25.09524154663086
318,319,79.0,27.062843322753906
319,320,62.0,10.921930313110352
320,321,87.0,21.287574768066406
321,322,129.0,44.64578628540039
322,323,107.0,11.4479398727417
323,324,84.0,9.979747772216797
324,325,44.0,7.779796600341797
325,326,33.0,1.4637088775634766
326,327,62.0,17.053009033203125
327,328,55.0,32.13229751586914
328,329,53.0,-3.1371421813964844
329,330,67.0,5.9174652099609375
330,331,84.0,6.266376495361328
331,332,88.0,-1.6451530456542969
332,333,73.0,17.035369873046875
333,334,37.0,2.5222601890563965
334,335,40.0,17.100801467895508
335,336,42.0,8.518900871276855
336,337,28.0,-3.2911174297332764
337,338,29.0,-1.470627784729004
338,339,35.0,-3.015639305114746
339,340,30.0,-1.1753613948822021
340,341,27.0,-1.869716763496399
341,342,27.0,-1.179259181022644
342,343,23.0,3.277618885040283
343,344,24.0,6.442366123199463
344,345,20.0,0.5739321708679199
345,346,25.0,-1.1462681293487549
346,347,30.0,1.393131971359253
347,348,25.0,2.0547027587890625
348,349,36.0,0.4263434410095215
349,350,30.0,0.9819803237915039
350,351,35.0,1.70988130569458
351,352,26.0,5.03102445602417
352,353,32.0,1.354480504989624
353,354,33.0,1.0398385524749756
354,355,30.0,-0.8738930821418762
355,356,35.0,-0.0016111135482788086
356,357,38.0,3.6895248889923096
357,358,35.0,0.8143343925476074
358,359,41.0,1.185392141342163
359,360,37.0,0.025889694690704346
360,361,38.0,0.22060585021972656
361,362,42.0,0.9117177724838257
362,363,45.0,2.7433083057403564
363,364,42.0,2.321195602416992
364,365,45.0,3.672116279602051
365,366,43.0,3.7607479095458984
366,367,48.0,-1.973207950592041
367,368,53.0,-0.34858429431915283
368,369,61.0,-1.250136375427246
369,370,61.0,-1.419631004333496
370,371,66.0,0.7352160215377808
371,372,131.0,2.7564926147460938
372,373,187.0,416.50579833984375
373,374,229.0,804.7971801757812
374,375,158.0,460.2001647949219
375,376,261.0,150.89781188964844
376,377,177.0,65.29364013671875
377,378,290.0,136.75250244140625
378,379,161.0,64.69466400146484
379,380,173.0,40.776329040527344
380,381,248.0,72.30115509033203
381,382,208.0,70.6789321899414
382,383,93.0,37.22224426269531
383,384,79.0,24.55008316040039
384,385,91.0,27.66808319091797
385,386,198.0,66.97270965576172
386,387,96.0,19.99077033996582
387,388,105.0,36.33012008666992
388,389,55.0,19.905426025390625
389,390,113.0,31.879104614257812
390,391,65.0,16.65764617919922
391,392,125.0,45.224586486816406
392,393,75.0,28.5941162109375
393,394,100.0,26.008628845214844
394,395,185.0,80.64309692382812
395,396,151.0,62.230377197265625
396,397,203.0,42.586299896240234
397,398,31.0,21.83965492248535
398,399,86.0,7.920517921447754
399,400,49.0,28.453401565551758
400,401,48.0,6.7800092697143555
401,402,36.0,0.9512687921524048
402,403,57.0,4.221765041351318
403,404,41.0,15.87646770477295
404,405,47.0,2.82560133934021
405,406,39.0,34.090126037597656
406,407,50.0,-1.0484576225280762
407,408,60.0,4.436979293823242
408,409,59.0,-4.948007583618164
409,410,67.0,-4.8033599853515625
410,411,120.0,-9.919357299804688
411,412,123.0,-5.73835563659668
412,413,500.0,315.51556396484375
413,414,500.0,266.1336669921875
414,415,359.0,64.90740203857422
415,416,500.0,137.60598754882812
416,417,389.0,69.33445739746094
417,418,171.0,42.471954345703125
418,419,500.0,153.57337951660156
419,420,329.0,121.02442932128906
420,421,140.0,59.56235885620117
421,422,68.0,24.1552734375
422,423,203.0,104.94832611083984
423,424,175.0,105.8409423828125
424,425,116.0,70.75567626953125
425,426,364.0,227.16079711914062
426,427,500.0,283.36480712890625
427,428,47.0,21.157550811767578
428,429,52.0,14.166646957397461
429,430,217.0,85.53922271728516
430,431,500.0,163.87925720214844
